name,status,timestamp,description,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_micro_precision,test_micro_recall,test_micro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_num_samples,test_num_classes
EBM meta mutual info 10 stack,Completed,2025-07-14T22:31:18.851684,Stack ensemble classifier with EBM classifier and mutual info 10,0.5571761960326721,0.5582621122148843,0.5571761960326721,0.5551031477302302,0.5571761960326721,0.5571761960326721,0.5571761960326721,0.5582621122148843,0.5571761960326721,0.5551031477302302,1714,2
EBM meta mutual info 50 stack,Completed,2025-07-14T22:31:52.845025,Stack ensemble classifier with EBM classifier and mutual info 50,0.6009334889148191,0.6009472335360979,0.6009334889148192,0.6009199045782818,0.6009334889148191,0.6009334889148191,0.6009334889148191,0.6009472335360979,0.6009334889148191,0.6009199045782818,1714,2
EBM meta mutual info 100 stack,Completed,2025-07-14T22:32:30.037562,Stack ensemble classifier with EBM classifier and mutual info 100,0.6207701283547258,0.6236145545461007,0.6207701283547258,0.6185759438199785,0.6207701283547258,0.6207701283547258,0.6207701283547258,0.6236145545461007,0.6207701283547258,0.6185759438199786,1714,2
EBM meta mutual info 500 stack,Completed,2025-07-14T22:33:16.656652,Stack ensemble classifier with EBM classifier and mutual info 500,0.647024504084014,0.6472701384570063,0.6470245040840139,0.6468772592251302,0.647024504084014,0.647024504084014,0.647024504084014,0.6472701384570063,0.647024504084014,0.6468772592251303,1714,2
EBM meta mutual info 1000 stack,Completed,2025-07-14T22:34:05.445089,Stack ensemble classifier with EBM classifier and mutual info 1000,0.6505250875145857,0.6512419148307449,0.6505250875145858,0.6501105027919634,0.6505250875145857,0.6505250875145857,0.6505250875145857,0.6512419148307451,0.6505250875145857,0.6501105027919633,1714,2
EBM meta mutual info 5000 stack,Completed,2025-07-14T22:34:54.301656,Stack ensemble classifier with EBM classifier and mutual info 5000,0.647024504084014,0.6488536359425661,0.647024504084014,0.6459368110378039,0.647024504084014,0.647024504084014,0.647024504084014,0.6488536359425661,0.647024504084014,0.645936811037804,1714,2
ridge meta mutual info 10 stack,Completed,2025-07-14T22:35:19.352433,Stack ensemble classifier with ridge classifier and mutual info 10,0.5781796966161027,0.5781883197524946,0.5781796966161027,0.5781680659968718,0.5781796966161027,0.5781796966161027,0.5781796966161027,0.5781883197524946,0.5781796966161027,0.5781680659968716,1714,2
ridge meta mutual info 50 stack,Completed,2025-07-14T22:35:50.502573,Stack ensemble classifier with ridge classifier and mutual info 50,0.6009334889148191,0.6009384365472834,0.6009334889148191,0.6009285986602038,0.6009334889148191,0.6009334889148191,0.6009334889148191,0.6009384365472834,0.6009334889148191,0.6009285986602038,1714,2
ridge meta mutual info 100 stack,Completed,2025-07-14T22:36:25.420576,Stack ensemble classifier with ridge classifier and mutual info 100,0.6266044340723453,0.6273144630062449,0.6266044340723453,0.6260831032484575,0.6266044340723453,0.6266044340723453,0.6266044340723453,0.6273144630062449,0.6266044340723453,0.6260831032484576,1714,2
ridge meta mutual info 500 stack,Completed,2025-07-14T22:37:09.288157,Stack ensemble classifier with ridge classifier and mutual info 500,0.6441073512252042,0.6441356112242189,0.6441073512252042,0.6440899058159373,0.6441073512252042,0.6441073512252042,0.6441073512252042,0.6441356112242188,0.6441073512252042,0.6440899058159373,1714,2
ridge meta mutual info 1000 stack,Completed,2025-07-14T22:37:55.960097,Stack ensemble classifier with ridge classifier and mutual info 1000,0.6493582263710619,0.6493747004226764,0.6493582263710619,0.6493485583182848,0.6493582263710619,0.6493582263710619,0.6493582263710619,0.6493747004226763,0.6493582263710619,0.6493485583182848,1714,2
ridge meta mutual info 5000 stack,Completed,2025-07-14T22:38:41.599794,Stack ensemble classifier with ridge classifier and mutual info 5000,0.646441073512252,0.6465057040694705,0.646441073512252,0.6464020763431958,0.646441073512252,0.646441073512252,0.646441073512252,0.6465057040694704,0.646441073512252,0.6464020763431959,1714,2
LogReg meta mutual info 10 stack,Completed,2025-07-14T22:39:07.879219,Stack ensemble classifier with LogReg classifier and mutual info 10,0.5770128354725788,0.5770179738562091,0.5770128354725788,0.577005780279922,0.5770128354725788,0.5770128354725788,0.5770128354725788,0.5770179738562091,0.5770128354725788,0.577005780279922,1714,2
LogReg meta mutual info 50 stack,Completed,2025-07-14T22:39:40.882111,Stack ensemble classifier with LogReg classifier and mutual info 50,0.5985997666277713,0.5986083593755319,0.5985997666277714,0.5985910219175881,0.5985997666277713,0.5985997666277713,0.5985997666277713,0.5986083593755319,0.5985997666277713,0.5985910219175882,1714,2
LogReg meta mutual info 100 stack,Completed,2025-07-14T22:40:17.379035,Stack ensemble classifier with LogReg classifier and mutual info 100,0.6254375729288215,0.6263292493126641,0.6254375729288215,0.6247754561462615,0.6254375729288215,0.6254375729288215,0.6254375729288215,0.6263292493126641,0.6254375729288215,0.6247754561462614,1714,2
LogReg meta mutual info 500 stack,Completed,2025-07-14T22:41:03.230080,Stack ensemble classifier with LogReg classifier and mutual info 500,0.6446907817969662,0.6447004357298475,0.6446907817969662,0.6446848554351345,0.6446907817969662,0.6446907817969662,0.6446907817969662,0.6447004357298475,0.6446907817969662,0.6446848554351344,1714,2
LogReg meta mutual info 1000 stack,Completed,2025-07-14T22:41:51.484362,Stack ensemble classifier with LogReg classifier and mutual info 1000,0.6511085180863477,0.6511381510407801,0.6511085180863477,0.6510914158654599,0.6511085180863477,0.6511085180863477,0.6511085180863477,0.65113815104078,0.6511085180863477,0.6510914158654599,1714,2
