name,status,timestamp,description,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_micro_precision,test_micro_recall,test_micro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_num_samples,test_num_classes
MultinomialNB classifier,Completed,2025-07-14T07:13:21.164372,"
binary MultinomialNB with TF-IDF and no hyperparameter tuning. 
Dataset has cleaned_only preprocessing and is undersampled
",0.5950991831971996,0.597066283101596,0.5950991831971995,0.5930373545286345,0.5950991831971996,0.5950991831971996,0.5950991831971996,0.597066283101596,0.5950991831971996,0.5930373545286344,1714,2
BernoulliNB classifier,Completed,2025-07-14T07:13:25.147783,"
binary BernoulliNB with TF-IDF and no hyperparameter tuning. 
Dataset has cleaned_only preprocessing and is undersampled
",0.6050175029171528,0.6075300297788336,0.605017502917153,0.6026966738397643,0.6050175029171528,0.6050175029171528,0.6050175029171528,0.6075300297788336,0.6050175029171528,0.6026966738397643,1714,2
ComplementNB classifier,Completed,2025-07-14T07:13:29.116142,"
binary ComplementNB with TF-IDF and no hyperparameter tuning. 
Dataset has cleaned_only preprocessing and is undersampled
",0.5950991831971996,0.597066283101596,0.5950991831971995,0.5930373545286345,0.5950991831971996,0.5950991831971996,0.5950991831971996,0.597066283101596,0.5950991831971996,0.5930373545286344,1714,2
